,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
759,APSRTC - 2679,VENNELA (A.C. SLEEPER),21:45,05:30,07h 45m,1303,11 Seats available,3.2,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
760,APSRTC - 3499,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,07:10,08h 55m,731,34 Seats available,1.8,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
761,APSRTC - 3365,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,07:55,09h 15m,731,32 Seats available,3.4,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
762,APSRTC - 2675,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,06:40,07h 55m,1119,41 Seats available,4.5,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
763,APSRTC - 3357,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,08:55,09h 15m,731,33 Seats available,3.1,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
764,APSRTC - 3359,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,07:59,08h 04m,1011,43 Seats available,3.6,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
765,Mythri Tours And Travels,A/C Sleeper (2+1),22:00,06:30,08h 30m,1089,17 Seats available,4.6,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
766,Mythri Tours And Travels,A/C Sleeper (2+1),21:00,06:30,09h 30m,999,20 Seats available,4.6,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
767,BSR Tours And Travels,Volvo 9600 Multi-Axle A/C Sleeper (2+1),22:40,06:30,07h 50m,1599,13 Seats available,4.6,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
768,AdSiri Tours and Travels,Non A/C Seater / Sleeper (2+1),20:25,05:30,09h 05m,610,21 Seats available,3.5,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
769,Go Tour Travels and Holidays,A/C Sleeper (2+1),20:00,07:00,11h 00m,1251,22 Seats available,4.5,Rajahmundry to Hyderabad,https://www.redbus.in/bus-tickets/rajahmundry-to-hyderabad
770,TGSRTC - 7769,Super Luxury (Non AC Seater 2+2 Push Back),21:50,06:10,08h 20m,447,28 Seats available,1.7,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
771,Vikram sri krishna travels,A/C Sleeper (2+1),21:45,04:50,07h 05m,599,17 Seats available,4.1,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
772,KARTHIKEYA TOURS AND TRAVELS,A/C Sleeper (2+1),22:30,05:15,06h 45m,800,25 Seats available,4.4,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
773,SVR Bus,Non A/C Seater / Sleeper (2+1),22:30,05:05,06h 35m,399,29 Seats available,4.0,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
774,Kaveri Travels,A/C Seater / Sleeper (2+1),21:30,05:10,07h 40m,500,24 Seats available,3.7,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
775,Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,05:10,07h 40m,500,32 Seats available,3.5,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
776,Pspk Bus,Non A/C Seater / Sleeper (2+1),21:30,04:30,07h 00m,500,27 Seats available,4.6,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
777,Sai Balaji Travels,A/C Sleeper (2+1),22:00,04:55,06h 55m,649,24 Seats available,4.2,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
778,VSN Travels,A/C Sleeper (2+1),22:10,04:30,06h 20m,900,23 Seats available,3.7,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
779,V Kaveri Travels,NON A/C Sleeper (2+1),21:30,04:30,07h 00m,800,25 Seats available,4.3,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
780,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:00,05:15,07h 15m,690,40 Seats available,3.6,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
781,Lakshmi Gayatri Travels,NON A/C Sleeper (2+1),22:30,05:10,06h 40m,749,25 Seats available,3.3,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
782,Kundana Travels,Non A/C Seater / Sleeper (2+1),22:00,05:13,07h 13m,560,31 Seats available,3.8,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
783,KKaveri Travels,Non A/C Seater / Sleeper (2+1),21:00,04:40,07h 40m,560,25 Seats available,3.6,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
784,V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,04:30,07h 00m,1000,22 Seats available,4.1,Hyderabad to Chilakaluripet,https://www.redbus.in/bus-tickets/hyderabad-to-chilakaluripet
785,APSRTC - 4512,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:15,05:45,05h 30m,313,27 Seats available,3.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
786,APSRTC - 23816,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,05:35,04h 25m,342,17 Seats available,4.2,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
787,APSRTC - 4410,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:15,06:55,05h 40m,313,29 Seats available,4.7,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
788,APSRTC - 4446,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:15,07:45,05h 30m,313,27 Seats available,4.7,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
789,APSRTC - 4382,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:15,08:55,05h 40m,313,24 Seats available,4.1,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
790,APSRTC - 3465,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,10:15,06h 15m,359,34 Seats available,4.1,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
791,APSRTC - 3301,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:40,08:45,04h 05m,312,31 Seats available,4.3,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
792,APSRTC - 4508,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,10:30,05h 45m,313,33 Seats available,3.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
793,APSRTC - 3305,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:20,09:25,04h 05m,313,34 Seats available,3.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
794,APSRTC - 4412,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,11:20,05h 50m,313,34 Seats available,3.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
795,APSRTC - 4978,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,10:45,05h 00m,315,34 Seats available,3.4,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
796,APSRTC - 3309,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,10:05,04h 05m,313,24 Seats available,4.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
797,APSRTC - 3491,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),06:00,10:30,04h 30m,433,34 Seats available,4.5,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
798,APSRTC - 97239,INDRA(A.C. Seater),07:00,11:30,04h 30m,416,35 Seats available,3.8,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
799,APSRTC - 9335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:05,13:00,05h 55m,313,33 Seats available,3.5,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
800,NueGo,Electric A/C Seater/Sleeper (2+1),14:30,20:00,05h 30m,362,25 Seats available,4.3,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
801,NueGo,Electric A/C Sleeper (2+1),23:00,03:45,04h 45m,425,23 Seats available,4.5,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
802,Zingbus Plus,A/C Sleeper (2+1),18:00,22:10,04h 10m,783,25 Seats available,4.9,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
803,NueGo,Electric A/C Sleeper (2+1),20:00,00:45,04h 45m,425,18 Seats available,4.5,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
804,NueGo,Electric A/C Sleeper (2+1),10:30,15:21,04h 51m,189,28 Seats available,3.7,Visakhapatnam to Rajahmundry,https://www.redbus.in/bus-tickets/visakhapatnam-to-rajahmundry
805,TGSRTC - 1004,Super Luxury (Non AC Seater 2+2 Push Back),05:00,12:30,07h 30m,479,23 Seats available,3.9,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
806,TGSRTC - 4494,Super Luxury (Non AC Seater 2+2 Push Back),06:15,13:15,07h 00m,479,30 Seats available,3.5,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
807,TGSRTC - 1298,LAHARI A/C SLEEPER CUM SEATER,08:15,15:45,07h 30m,547,21 Seats available,3.7,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
808,TGSRTC - 89149,Lahari Non A/C Sleeper Cum Seater,09:00,15:40,06h 40m,486,36 Seats available,4.3,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
809,TGSRTC - 1038,Super Luxury (Non AC Seater 2+2 Push Back),10:00,16:50,06h 50m,479,30 Seats available,4.6,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
810,TGSRTC - 7144,Super Luxury (Non AC Seater 2+2 Push Back),12:00,19:15,07h 15m,479,31 Seats available,4.3,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
811,TGSRTC - 6818,Super Luxury (Non AC Seater 2+2 Push Back),13:30,20:55,07h 25m,479,31 Seats available,3.7,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
812,TGSRTC - 2995,Lahari Non A/C Sleeper Cum Seater,15:30,22:30,07h 00m,547,32 Seats available,3.1,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
813,TGSRTC - 8208,Super Luxury (Non AC Seater 2+2 Push Back),17:00,00:05,07h 05m,479,29 Seats available,2.7,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
814,TGSRTC - 7291,LAHARI A/C SLEEPER CUM SEATER,17:30,00:05,06h 35m,547,35 Seats available,3.8,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
815,TGSRTC - 7809,LAHARI A/C SLEEPER CUM SEATER,18:30,00:30,06h 00m,547,33 Seats available,3.5,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
816,TGSRTC - 1957,Super Luxury (Non AC Seater 2+2 Push Back),19:00,02:15,07h 15m,479,29 Seats available,3.8,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
817,TGSRTC - 8210,LAHARI A/C SLEEPER CUM SEATER,19:05,03:20,08h 15m,547,26 Seats available,3.8,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
818,TGSRTC - 8212,LAHARI A/C SLEEPER CUM SEATER,19:15,01:55,06h 40m,759,28 Seats available,3.8,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
819,TGSRTC - 1295,Lahari A/C sleeper,19:30,04:00,08h 30m,696,26 Seats available,3.1,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
820,BRS Travels,A/C Sleeper (2+1),21:00,04:55,07h 55m,750,22 Seats available,4.2,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
821,AR & BCVR Travels,A/C Sleeper (2+1),21:15,05:00,07h 45m,900,28 Seats available,4.3,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
822,IntrCity SmartBus,AC Sleeper (2+1),22:55,04:55,06h 00m,839,25 Seats available,4.3,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
823,BRS Travels,A/C Sleeper (2+1),21:15,04:45,07h 30m,750,24 Seats available,4.1,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
824,BRS Travels,A/C Seater / Sleeper (2+1),20:05,04:30,08h 25m,600,25 Seats available,3.9,Bangalore to Kurnool,https://www.redbus.in/bus-tickets/bangalore-to-kurnool
825,APSRTC - 6335,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,14:00,09h 00m,555,33 Seats available,4.3,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
826,APSRTC - 9567,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:15,16:30,10h 15m,566,33 Seats available,3.1,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
827,APSRTC - 6378,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,16:30,08h 30m,555,26 Seats available,3.1,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
828,APSRTC - 6387,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,19:40,08h 40m,555,34 Seats available,4.3,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
829,APSRTC - 9562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,22:00,10h 30m,566,33 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
830,APSRTC - 3957,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:55,00:25,10h 30m,574,33 Seats available,4.6,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
831,APSRTC - 6903,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,22:45,08h 45m,555,33 Seats available,2.5,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
832,APSRTC - 6905,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,23:45,08h 15m,555,33 Seats available,1.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
833,APSRTC - 2853,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,01:50,09h 20m,555,33 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
834,APSRTC - 6946,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,02:15,08h 45m,555,33 Seats available,2.6,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
835,APSRTC - 51625,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,03:00,09h 00m,555,33 Seats available,3.9,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
836,APSRTC - 9571,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,04:45,10h 30m,566,28 Seats available,2.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
837,APSRTC - 6505,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,03:45,09h 15m,555,33 Seats available,2.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
838,APSRTC - 3963,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:40,04:55,10h 15m,574,33 Seats available,4.3,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
839,APSRTC - 2691,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:50,09h 05m,555,33 Seats available,3.7,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
840,Svkdt travels,A/C Sleeper (2+1),21:30,04:45,07h 15m,910,21 Seats available,4.5,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
841,SOLLIGI TRAVELS,A/C Sleeper (2+1),20:45,05:15,08h 30m,900,28 Seats available,4.4,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
842,Sri Balaji Transports,A/C Sleeper (2+1),20:30,04:30,08h 00m,950,31 Seats available,3.8,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
843,Srinivasa Travels,A/C Sleeper (2+1),20:45,05:00,08h 15m,900,28 Seats available,3.6,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
844,Al madeena Travels,A/C Sleeper (2+1),20:00,04:30,08h 30m,950,21 Seats available,3.9,Vijayawada to Kurnool,https://www.redbus.in/bus-tickets/vijayawada-to-kurnool
845,APSRTC - 5784,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",00:30,05:00,04h 30m,252,37 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
846,APSRTC - 3500,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:45,04:15,03h 30m,263,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
847,APSRTC - 3420,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",00:45,05:00,04h 15m,263,30 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
848,APSRTC - 3459,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,05:25,04h 15m,258,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
849,APSRTC - 3358,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",01:10,05:00,03h 50m,263,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
850,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),01:30,04:30,03h 00m,364,43 Seats available,4.1,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
851,APSRTC - 2688,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",02:45,06:10,03h 25m,258,10 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
852,APSRTC - 9460,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:00,08:00,05h 00m,261,33 Seats available,4.4,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
853,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),04:00,07:15,03h 15m,399,43 Seats available,3.7,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
854,APSRTC - 9477,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:15,09:35,05h 20m,261,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
855,APSRTC - 2638,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),04:30,07:45,03h 15m,399,43 Seats available,3.9,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
856,APSRTC - 23972,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:45,08:15,03h 30m,260,31 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
857,APSRTC - 3075,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:00,09:00,04h 00m,252,35 Seats available,4.3,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
858,APSRTC - 4375,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:40,10:00,04h 20m,261,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
859,APSRTC - 23974,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:45,09:15,03h 30m,260,33 Seats available,4.0,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
860,TGSRTC - 9919,Super Luxury (Non AC Seater 2+2 Push Back),02:50,06:05,03h 15m,207,21 Seats available,3.7,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
861,NueGo,Electric A/C Seater/Sleeper (2+1),15:00,19:05,04h 05m,302,24 Seats available,4.5,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
862,NueGo,Electric A/C Seater/Sleeper (2+1),07:30,11:25,03h 55m,479,19 Seats available,4.8,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
863,NueGo,Electric A/C Sleeper (2+1),21:00,00:20,03h 20m,426,21 Seats available,4.3,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
864,NueGo,Electric A/C Sleeper (2+1),10:00,14:00,04h 00m,294,25 Seats available,4.2,Vijayawada to Rajahmundry,https://www.redbus.in/bus-tickets/vijayawada-to-rajahmundry
865,V Kaveri Travels,A/C Sleeper (2+1),21:30,07:00,09h 30m,900,24 Seats available,4.1,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
866,Raja Buses,NON AC Seater / Sleeper 2+1,22:00,06:55,08h 55m,500,26 Seats available,4.0,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
867,Kaveri Travels,A/C Sleeper (2+1),21:30,07:00,09h 30m,799,26 Seats available,3.9,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
868,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),21:30,07:00,09h 30m,560,28 Seats available,3.9,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
869,JOSH BUS,Non A/C Seater / Sleeper (2+1),20:45,06:50,10h 05m,500,27 Seats available,4.2,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
870,Kamakshi Tours And Travels,A/C Seater / Sleeper (2+1),21:30,07:30,10h 00m,540,22 Seats available,3.8,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
871,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:00,07:30,09h 30m,560,25 Seats available,4.4,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
872,JOSH BUS,Non A/C Seater / Sleeper (2+1),21:30,06:50,09h 20m,500,31 Seats available,3.8,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
873,SMKAT Travels,Volvo Multi Axle B9R A/C Sleeper (2+1),20:50,05:45,08h 55m,890,24 Seats available,4.1,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
874,Kamakshi Tours And Travels,NON A/C Sleeper (2+1),21:30,07:30,10h 00m,720,21 Seats available,3.7,Hyderabad to Kanigiri,https://www.redbus.in/bus-tickets/hyderabad-to-kanigiri
