,Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
505,TGSRTC - 1009,Super Luxury (Non AC Seater 2+2 Push Back),04:00,12:10,08h 10m,471,29 Seats available,4.7,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
506,TGSRTC - 1029,Super Luxury (Non AC Seater 2+2 Push Back),05:45,13:55,08h 10m,471,31 Seats available,3.7,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
507,TGSRTC - 88588,Lahari Non A/C Sleeper Cum Seater,06:45,15:50,09h 05m,473,39 Seats available,3.9,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
508,TGSRTC - 4493,Super Luxury (Non AC Seater 2+2 Push Back),07:45,15:30,07h 45m,471,32 Seats available,3.8,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
509,TGSRTC - 7143,Super Luxury (Non AC Seater 2+2 Push Back),08:45,17:10,08h 25m,471,32 Seats available,4.1,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
510,TGSRTC - 1003,Super Luxury (Non AC Seater 2+2 Push Back),10:00,18:10,08h 10m,471,31 Seats available,3.8,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
511,TGSRTC - 2994,LAHARI A/C SLEEPER CUM SEATER,10:45,19:05,08h 20m,502,32 Seats available,3.3,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
512,TGSRTC - 1001,LAHARI A/C SLEEPER CUM SEATER,15:15,23:35,08h 20m,800,28 Seats available,4.5,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
513,TGSRTC - 1037,Super Luxury (Non AC Seater 2+2 Push Back),16:30,01:10,08h 40m,471,29 Seats available,2.7,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
514,TGSRTC - 1956,Super Luxury (Non AC Seater 2+2 Push Back),16:35,03:15,10h 40m,471,24 Seats available,3.8,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
515,TGSRTC - 1294,Lahari A/C sleeper,17:15,01:30,08h 15m,1100,25 Seats available,4.9,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
516,TGSRTC - 8207,Super Luxury (Non AC Seater 2+2 Push Back),17:30,00:20,06h 50m,471,33 Seats available,3.8,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
517,TGSRTC - 1013,LAHARI A/C SLEEPER CUM SEATER,18:00,03:15,09h 15m,528,36 Seats available,3.2,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
518,TGSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,18:20,02:30,08h 10m,800,32 Seats available,3.7,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
519,TGSRTC - 1082,LAHARI A/C SLEEPER CUM SEATER,18:30,03:15,08h 45m,846,31 Seats available,4.0,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
520,Sri Balaji Transports,A/C Sleeper (2+1),21:10,06:00,08h 50m,1090,17 Seats available,4.5,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
521,Meena tours and travels,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,750,16 Seats available,4.7,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
522,RESANDE TRANSPORTS,A/C Sleeper (2+1),23:15,05:45,06h 30m,976,18 Seats available,4.5,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
523,AdSadiq Tours and Travels,A/C Sleeper (2+1),21:50,05:30,07h 40m,800,14 Seats available,4.0,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
524,Madhavi Travels,A/C Seater / Sleeper (2+1),22:00,05:45,07h 45m,700,25 Seats available,4.4,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
525,APSRTC - 49241,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,16:20,08h 50m,483,26 Seats available,3.3,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
526,APSRTC - 5808,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,02:40,08h 10m,483,33 Seats available,3.4,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
527,APSRTC - 5960,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,04:30,09h 20m,483,33 Seats available,4.2,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
528,APSRTC - 5827,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,02:20,07h 05m,503,33 Seats available,4.2,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
529,APSRTC - 48590,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,05:30,09h 50m,572,33 Seats available,2.6,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
530,APSRTC - 5964,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:00,08h 00m,483,32 Seats available,3.8,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
531,APSRTC - 5880,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:30,08h 30m,483,33 Seats available,4.1,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
532,APSRTC - 48038,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,04:30,08h 20m,483,33 Seats available,2.9,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
533,APSRTC - 5886,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:00,08h 45m,483,33 Seats available,3.6,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
534,APSRTC - 9214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,04:30,08h 00m,483,33 Seats available,3.4,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
535,APSRTC - 5898,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,483,23 Seats available,4.7,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
536,APSRTC - 5810,STAR LINER(NON-AC SLEEPER 2+1),20:30,05:00,08h 30m,651,2 Seats available,3.9,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
537,APSRTC - 9952,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,483,33 Seats available,4.8,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
538,APSRTC - 5882,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,05:00,08h 15m,503,31 Seats available,4.7,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
539,APSRTC - 5884,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:25,08h 25m,483,10 Seats available,4.4,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
540,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,540,31 Seats available,4.1,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
541,SHANU TRAVELS,Non A/C Seater / Sleeper (2+1),21:50,04:50,07h 00m,599,27 Seats available,4.3,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
542,Royal Voyage Travels (RVT),A/C Seater / Sleeper (2+1),21:45,04:50,07h 05m,700,12 Seats available,4.1,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
543,Giridhar Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,05:30,07h 30m,540,30 Seats available,3.8,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
544,Dosti Tours and Travels,A/C Sleeper (2+1),22:00,04:55,06h 55m,1050,20 Seats available,3.2,Hyderabad to Markapuram,https://www.redbus.in/bus-tickets/hyderabad-to-markapuram
545,APSRTC - 9775,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,14:45,09h 45m,644,33 Seats available,4.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
546,APSRTC - 3507,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,15:45,09h 45m,644,31 Seats available,4.4,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
547,APSRTC - 5074,INDRA(A.C. Seater),08:00,17:30,09h 30m,765,22 Seats available,4.3,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
548,APSRTC - 3765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:00,18:50,09h 50m,644,32 Seats available,3.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
549,APSRTC - 5080,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),12:00,20:30,08h 30m,1003,41 Seats available,4.2,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
550,APSRTC - 35292,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,00:45,09h 45m,644,33 Seats available,3.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
551,APSRTC - 2638,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:15,23:30,08h 15m,1011,43 Seats available,3.9,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
552,APSRTC - 4022,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,01:10,09h 40m,644,30 Seats available,4.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
553,APSRTC - 3879,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:15,01:45,09h 30m,644,31 Seats available,3.7,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
554,APSRTC - 4157,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,01:45,09h 00m,644,31 Seats available,4.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
555,APSRTC - 4310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,02:00,08h 45m,644,31 Seats available,4.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
556,APSRTC - 4119,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:45,02:30,08h 45m,644,35 Seats available,3.6,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
557,APSRTC - 4020,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:15,03:05,08h 50m,644,31 Seats available,4.2,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
558,APSRTC - 4610,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:00,09h 00m,644,30 Seats available,3.0,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
559,APSRTC - 5404,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:30,08h 30m,644,28 Seats available,4.3,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
560,GreenLine Travels And Holidays,VE Executive A/C Sleeper (1+1),23:00,06:30,07h 30m,1350,18 Seats available,4.7,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
561,Intercity travels,A/C Sleeper (2+1),22:30,06:00,07h 30m,799,16 Seats available,4.6,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
562,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,06:50,08h 50m,719,28 Seats available,4.7,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
563,Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,05:20,07h 40m,784,18 Seats available,4.6,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
564,Siri SmartBus,VE A/C Sleeper (2+1),22:00,06:00,08h 00m,675,20 Seats available,4.5,Bangalore to Nellore,https://www.redbus.in/bus-tickets/bangalore-to-nellore
565,APSRTC - 36017,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,07:34,03h 34m,302,23 Seats available,4.5,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
566,APSRTC - 36404,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,08:34,03h 34m,302,19 Seats available,3.7,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
567,APSRTC - 4440,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,10:54,03h 54m,313,34 Seats available,3.6,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
568,APSRTC - 36402,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,11:34,03h 34m,302,34 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
569,APSRTC - 36004,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,12:04,03h 34m,302,34 Seats available,3.9,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
570,APSRTC - 4404,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,12:49,03h 34m,302,34 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
571,APSRTC - 36408,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,13:34,03h 34m,302,34 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
572,APSRTC - 36400,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,14:34,03h 34m,302,34 Seats available,3.5,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
573,APSRTC - 45141,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,14:25,03h 25m,299,17 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
574,APSRTC - 36430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,17:34,03h 34m,302,29 Seats available,3.5,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
575,APSRTC - 4408,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,18:34,03h 34m,302,25 Seats available,3.9,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
576,APSRTC - 4430,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,21:24,03h 54m,313,34 Seats available,2.6,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
577,APSRTC - 36005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,22:04,03h 34m,302,34 Seats available,4.1,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
578,APSRTC - 4406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,23:34,03h 34m,302,5 Seats available,3.7,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
579,APSRTC - 4418,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,01:34,03h 34m,302,3 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
580,IVR Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,599,26 Seats available,4.0,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
581,Dosti Tours and Travels,A/C Sleeper (2+1),00:30,06:40,06h 10m,699,11 Seats available,1.5,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
582,Harikrishna Travels,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),23:59,03:14,03h 15m,1424,49 Seats available,2.6,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
583,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),02:00,06:00,04h 00m,713,33 Seats available,2.6,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
584,Harikrishna Travels,Non A/C Seater / Sleeper (2+1),23:45,04:00,04h 15m,713,33 Seats available,2.6,Macherla (andhra pradesh) to Hyderabad,https://www.redbus.in/bus-tickets/macherla-to-hyderabad
585,APSRTC - 52543,Express Non AC Seater 2+3,03:30,08:30,05h 00m,246,37 Seats available,3.7,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
586,APSRTC - 6851,Express Non AC Seater 2+3,04:00,08:30,04h 30m,224,42 Seats available,4.3,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
587,APSRTC - 6841,Express Non AC Seater 2+3,05:00,09:00,04h 00m,188,37 Seats available,3.6,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
588,APSRTC - 52556,Express Non AC Seater 2+3,05:45,10:15,04h 30m,224,38 Seats available,4.6,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
589,APSRTC - 6837,Express Non AC Seater 2+3,06:45,10:45,04h 00m,188,45 Seats available,4.9,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
590,APSRTC - 52491,Express Non AC Seater 2+3,07:00,11:10,04h 10m,203,18 Seats available,3.6,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
591,APSRTC - 6159,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,13:30,05h 00m,330,33 Seats available,3.0,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
592,APSRTC - 6838,Express Non AC Seater 2+3,09:00,12:40,03h 40m,188,45 Seats available,2.6,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
593,APSRTC - 6090,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,14:40,04h 40m,330,34 Seats available,4.3,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
594,APSRTC - 6850,Express Non AC Seater 2+3,10:00,14:30,04h 30m,224,45 Seats available,3.4,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
595,APSRTC - 6845,Express Non AC Seater 2+3,11:00,15:30,04h 30m,224,45 Seats available,3.7,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
596,APSRTC - 6128,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,15:02,04h 02m,330,34 Seats available,4.4,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
597,APSRTC - 6828,Express Non AC Seater 2+3,12:00,16:40,04h 40m,256,41 Seats available,3.9,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
598,APSRTC - 52550,Express Non AC Seater 2+3,12:00,16:00,04h 00m,188,45 Seats available,4.4,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
599,APSRTC - 52501,Express Non AC Seater 2+3,13:30,18:00,04h 30m,224,45 Seats available,3.4,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
600,SEVEN HILLS TRAVELS,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,499,33 Seats available,4.1,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
601,Indu Travels,Non A/C Seater / Sleeper (2+1),23:59,05:00,05h 01m,499,34 Seats available,3.6,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
602,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,500,40 Seats available,4.5,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
603,Vasavi travels,Non A/C Seater / Sleeper (2+1),23:59,05:40,05h 41m,449,29 Seats available,3.9,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
604,AR & BCVR Travels,Non A/C Seater / Sleeper (2+1),23:55,05:00,05h 05m,500,41 Seats available,2.9,Kadiri to Bangalore,https://www.redbus.in/bus-tickets/kadiri-to-bangalore
605,VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),23:20,06:00,06h 40m,400,25 Seats available,4.3,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
606,BRS Travels,A/C Sleeper (2+1),23:00,05:30,06h 30m,800,21 Seats available,4.2,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
607,PRL BUS,A/C Sleeper (2+1),23:05,05:00,05h 55m,1100,22 Seats available,4.7,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
608,BRS Travels,Non A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,600,35 Seats available,4.2,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
609,Indu Travels,Non A/C Seater / Sleeper (2+1),23:00,05:15,06h 15m,499,26 Seats available,4.3,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
610,INDHU BUS,Non A/C Seater / Sleeper (2+1),22:30,04:35,06h 05m,499,27 Seats available,4.1,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
611,Indu Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,499,26 Seats available,4.2,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
612,SLNS Travels,Non A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,500,27 Seats available,4.0,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
613,Indu Travels,Non A/C Seater / Sleeper (2+1),23:07,05:17,06h 10m,499,30 Seats available,4.0,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
614,Indu Travels,A/C Sleeper (2+1),23:00,05:12,06h 12m,999,22 Seats available,3.9,Nandyal to Hyderabad,https://www.redbus.in/bus-tickets/nandyala-to-hyderabad
615,APSRTC - 5366,SAPTAGIRI EXPRESS,00:45,04:00,03h 15m,162,38 Seats available,3.0,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
616,APSRTC - 5585,SAPTAGIRI EXPRESS,01:15,04:30,03h 15m,162,34 Seats available,4.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
617,APSRTC - 6124,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",04:30,07:50,03h 20m,191,29 Seats available,3.8,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
618,APSRTC - 47048,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),05:00,08:00,03h 00m,322,40 Seats available,4.2,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
619,APSRTC - 5372,SAPTAGIRI EXPRESS,05:15,08:30,03h 15m,162,43 Seats available,4.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
620,APSRTC - 5374,SAPTAGIRI EXPRESS,05:45,09:00,03h 15m,162,44 Seats available,3.9,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
621,APSRTC - 5441,INDRA(A.C. Seater),06:00,09:00,03h 00m,253,35 Seats available,3.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
622,APSRTC - 5368,SAPTAGIRI EXPRESS,06:15,09:30,03h 15m,162,26 Seats available,5.0,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
623,APSRTC - 6027,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,10:00,03h 15m,200,28 Seats available,4.6,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
624,APSRTC - 5629,SAPTAGIRI EXPRESS,07:15,10:30,03h 15m,162,40 Seats available,3.9,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
625,APSRTC - 9287,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,10:45,03h 15m,200,33 Seats available,3.1,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
626,APSRTC - 5589,SAPTAGIRI EXPRESS,07:45,11:15,03h 30m,162,46 Seats available,3.9,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
627,APSRTC - 5593,SAPTAGIRI EXPRESS,08:15,11:30,03h 15m,162,46 Seats available,4.9,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
628,APSRTC - 6025,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,12:00,03h 30m,200,32 Seats available,4.9,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
629,APSRTC - 5597,SAPTAGIRI EXPRESS,08:45,12:00,03h 15m,162,45 Seats available,3.4,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
630,CGR Travels,Non A/C Seater / Sleeper (2+1),20:00,01:30,05h 30m,500,20 Seats available,4.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
631,NueGo,Electric A/C Seater (2+2),23:00,03:25,04h 25m,237,32 Seats available,4.6,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
632,NueGo,Electric A/C Seater (2+2),04:40,09:05,04h 25m,284,12 Seats available,4.7,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
633,NueGo,Electric A/C Seater (2+2),09:30,13:05,03h 35m,332,13 Seats available,4.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
634,NueGo,Electric A/C Seater (2+2),16:30,20:10,03h 40m,237,39 Seats available,4.5,Chennai to Tirupati,https://www.redbus.in/bus-tickets/chennai-to-tirupathi
